año,provincia,rubro,genero,empleados,empresa,Superficie en km2,Población total,Densidad hab/km2
2022,Buenos Aires,Rocas de aplicación,Femenino,122,370,305907.0,17523996.0,57.3
2022,Buenos Aires,Rocas de aplicación,Masculino,2100,370,305907.0,17523996.0,57.3
2022,Buenos Aires,Servicios mineros y actividades relacionadas,Femenino,48,348,305907.0,17523996.0,57.3
2022,Buenos Aires,Servicios mineros y actividades relacionadas,Masculino,1148,348,305907.0,17523996.0,57.3
2022,CABA,Combustibles-Producción,Femenino,10,3,,,
2022,CABA,Combustibles-Producción,Masculino,18,3,,,
2022,CABA,Litio,Femenino,16,22,,,
2022,CABA,Litio,Masculino,34,22,,,
2022,CABA,Metalíferos,Femenino,112,61,,,
2022,CABA,Metalíferos,Masculino,140,61,,,
2022,CABA,Minerales no clasificados previamente,Femenino,10,192,,,
2022,CABA,Minerales no clasificados previamente,Masculino,49,192,,,
2022,CABA,No metaliferos,Femenino,66,86,,,
2022,CABA,No metaliferos,Masculino,95,86,,,
2022,CABA,Rocas de aplicación,Femenino,53,370,,,
2022,CABA,Rocas de aplicación,Masculino,535,370,,,
2022,CABA,Servicios mineros y actividades relacionadas,Femenino,17,348,,,
2022,CABA,Servicios mineros y actividades relacionadas,Masculino,261,348,,,
2022,Catamarca,Litio,Femenino,190,22,101486.0,429562.0,4.2
2022,Catamarca,Litio,Masculino,677,22,101486.0,429562.0,4.2
2022,Catamarca,Metalíferos,Femenino,95,61,101486.0,429562.0,4.2
2022,Catamarca,Metalíferos,Masculino,694,61,101486.0,429562.0,4.2
2022,Catamarca,Minerales no clasificados previamente,Femenino,17,192,101486.0,429562.0,4.2
2022,Catamarca,Minerales no clasificados previamente,Masculino,87,192,101486.0,429562.0,4.2
2022,Catamarca,No metaliferos,Masculino,19,86,101486.0,429562.0,4.2
2022,Catamarca,Rocas de aplicación,Masculino,32,370,101486.0,429562.0,4.2
2022,Catamarca,Servicios mineros y actividades relacionadas,Femenino,30,348,101486.0,429562.0,4.2
2022,Catamarca,Servicios mineros y actividades relacionadas,Masculino,403,348,101486.0,429562.0,4.2
2022,Chaco,Combustibles-Producción,Masculino,5,3,99763.0,1129606.0,11.3
2022,Chaco,Rocas de aplicación,Femenino,1,370,99763.0,1129606.0,11.3
2022,Chaco,Rocas de aplicación,Masculino,38,370,99763.0,1129606.0,11.3
2022,Chubut,Metalíferos,Femenino,15,61,224302.0,592621.0,2.6
2022,Chubut,Metalíferos,Masculino,19,61,224302.0,592621.0,2.6
2022,Chubut,Minerales no clasificados previamente,Femenino,8,192,224302.0,592621.0,2.6
2022,Chubut,Minerales no clasificados previamente,Masculino,77,192,224302.0,592621.0,2.6
2022,Chubut,No metaliferos,Femenino,5,86,224302.0,592621.0,2.6
2022,Chubut,No metaliferos,Masculino,72,86,224302.0,592621.0,2.6
2022,Chubut,Rocas de aplicación,Femenino,30,370,224302.0,592621.0,2.6
2022,Chubut,Rocas de aplicación,Masculino,276,370,224302.0,592621.0,2.6
2022,Chubut,Servicios mineros y actividades relacionadas,Femenino,16,348,224302.0,592621.0,2.6
2022,Chubut,Servicios mineros y actividades relacionadas,Masculino,41,348,224302.0,592621.0,2.6
2022,Cordoba,Metalíferos,Femenino,1,61,,,
2022,Cordoba,Metalíferos,Masculino,7,61,,,
2022,Cordoba,Minerales no clasificados previamente,Femenino,13,192,,,
2022,Cordoba,Minerales no clasificados previamente,Masculino,163,192,,,
2022,Cordoba,No metaliferos,Femenino,9,86,,,
2022,Cordoba,No metaliferos,Masculino,50,86,,,
2022,Cordoba,Rocas de aplicación,Femenino,88,370,,,
2022,Cordoba,Rocas de aplicación,Masculino,1068,370,,,
2022,Cordoba,Servicios mineros y actividades relacionadas,Femenino,83,348,,,
2022,Cordoba,Servicios mineros y actividades relacionadas,Masculino,686,348,,,
2022,Corrientes,Minerales no clasificados previamente,Masculino,1,192,89123.0,1212696.0,13.6
2022,Corrientes,No metaliferos,Masculino,2,86,89123.0,1212696.0,13.6
2022,Corrientes,Rocas de aplicación,Femenino,14,370,89123.0,1212696.0,13.6
2022,Corrientes,Rocas de aplicación,Masculino,157,370,89123.0,1212696.0,13.6
2022,Corrientes,Servicios mineros y actividades relacionadas,Masculino,3,348,89123.0,1212696.0,13.6
2022,Entre Rios,Minerales no clasificados previamente,Femenino,3,192,,,
2022,Entre Rios,Minerales no clasificados previamente,Masculino,50,192,,,
2022,Entre Rios,No metaliferos,Femenino,1,86,,,
2022,Entre Rios,No metaliferos,Masculino,86,86,,,
2022,Entre Rios,Rocas de aplicación,Femenino,26,370,,,
2022,Entre Rios,Rocas de aplicación,Masculino,251,370,,,
2022,Entre Rios,Servicios mineros y actividades relacionadas,Femenino,1,348,,,
2022,Entre Rios,Servicios mineros y actividades relacionadas,Masculino,72,348,,,
2022,Formosa,Rocas de aplicación,Femenino,10,370,75488.0,607419.0,8.0
2022,Formosa,Rocas de aplicación,Masculino,35,370,75488.0,607419.0,8.0
2022,Jujuy,Litio,Femenino,218,22,53244.0,811611.0,15.2
2022,Jujuy,Litio,Masculino,1026,22,53244.0,811611.0,15.2
2022,Jujuy,Metalíferos,Femenino,134,61,53244.0,811611.0,15.2
2022,Jujuy,Metalíferos,Masculino,1047,61,53244.0,811611.0,15.2
2022,Jujuy,Minerales no clasificados previamente,Femenino,7,192,53244.0,811611.0,15.2
2022,Jujuy,Minerales no clasificados previamente,Masculino,46,192,53244.0,811611.0,15.2
2022,Jujuy,No metaliferos,Femenino,19,86,53244.0,811611.0,15.2
2022,Jujuy,No metaliferos,Masculino,182,86,53244.0,811611.0,15.2
2022,Jujuy,Rocas de aplicación,Femenino,1,370,53244.0,811611.0,15.2
2022,Jujuy,Rocas de aplicación,Masculino,1,370,53244.0,811611.0,15.2
2022,Jujuy,Servicios mineros y actividades relacionadas,Femenino,17,348,53244.0,811611.0,15.2
2022,Jujuy,Servicios mineros y actividades relacionadas,Masculino,341,348,53244.0,811611.0,15.2
2022,La Pampa,Minerales no clasificados previamente,Femenino,1,192,143493.0,361859.0,2.5
2022,La Pampa,Minerales no clasificados previamente,Masculino,11,192,143493.0,361859.0,2.5
2022,La Pampa,No metaliferos,Femenino,24,86,143493.0,361859.0,2.5
2022,La Pampa,No metaliferos,Masculino,267,86,143493.0,361859.0,2.5
2022,La Pampa,Rocas de aplicación,Masculino,23,370,143493.0,361859.0,2.5
2022,La Pampa,Servicios mineros y actividades relacionadas,Masculino,102,348,143493.0,361859.0,2.5
2022,La Rioja,Metalíferos,Femenino,1,61,91494.0,383865.0,4.2
2022,La Rioja,Metalíferos,Masculino,7,61,91494.0,383865.0,4.2
2022,La Rioja,Minerales no clasificados previamente,Masculino,3,192,91494.0,383865.0,4.2
2022,La Rioja,No metaliferos,Femenino,19,86,91494.0,383865.0,4.2
2022,La Rioja,No metaliferos,Masculino,105,86,91494.0,383865.0,4.2
2022,La Rioja,Rocas de aplicación,Masculino,5,370,91494.0,383865.0,4.2
2022,La Rioja,Servicios mineros y actividades relacionadas,Femenino,1,348,91494.0,383865.0,4.2
2022,La Rioja,Servicios mineros y actividades relacionadas,Masculino,5,348,91494.0,383865.0,4.2
2022,Mendoza,Combustibles-Producción,Femenino,3,3,149069.0,2043540.0,13.7
2022,Mendoza,Combustibles-Producción,Masculino,66,3,149069.0,2043540.0,13.7
2022,Mendoza,Metalíferos,Femenino,5,61,149069.0,2043540.0,13.7
2022,Mendoza,Metalíferos,Masculino,28,61,149069.0,2043540.0,13.7
2022,Mendoza,Minerales no clasificados previamente,Femenino,12,192,149069.0,2043540.0,13.7
2022,Mendoza,Minerales no clasificados previamente,Masculino,74,192,149069.0,2043540.0,13.7
2022,Mendoza,No metaliferos,Femenino,17,86,149069.0,2043540.0,13.7
2022,Mendoza,No metaliferos,Masculino,150,86,149069.0,2043540.0,13.7
2022,Mendoza,Rocas de aplicación,Femenino,3,370,149069.0,2043540.0,13.7
2022,Mendoza,Rocas de aplicación,Masculino,104,370,149069.0,2043540.0,13.7
2022,Mendoza,Servicios mineros y actividades relacionadas,Femenino,26,348,149069.0,2043540.0,13.7
2022,Mendoza,Servicios mineros y actividades relacionadas,Masculino,373,348,149069.0,2043540.0,13.7
2022,Misiones,Minerales no clasificados previamente,Femenino,8,192,29911.0,1278873.0,42.8
2022,Misiones,Minerales no clasificados previamente,Masculino,43,192,29911.0,1278873.0,42.8
2022,Misiones,No metaliferos,Masculino,6,86,29911.0,1278873.0,42.8
2022,Misiones,Rocas de aplicación,Femenino,6,370,29911.0,1278873.0,42.8
2022,Misiones,Rocas de aplicación,Masculino,142,370,29911.0,1278873.0,42.8
2022,Misiones,Servicios mineros y actividades relacionadas,Femenino,1,348,29911.0,1278873.0,42.8
2022,Misiones,Servicios mineros y actividades relacionadas,Masculino,2,348,29911.0,1278873.0,42.8
2022,Neuquen,Metalíferos,Masculino,1,61,,,
2022,Neuquen,Minerales no clasificados previamente,Femenino,16,192,,,
2022,Neuquen,Minerales no clasificados previamente,Masculino,96,192,,,
2022,Neuquen,No metaliferos,Femenino,9,86,,,
2022,Neuquen,No metaliferos,Masculino,73,86,,,
2022,Neuquen,Rocas de aplicación,Femenino,17,370,,,
2022,Neuquen,Rocas de aplicación,Masculino,73,370,,,
2022,Neuquen,Servicios mineros y actividades relacionadas,Femenino,14,348,,,
2022,Neuquen,Servicios mineros y actividades relacionadas,Masculino,256,348,,,
2022,Rio Negro,Metalíferos,Femenino,14,61,,,
2022,Rio Negro,Metalíferos,Masculino,76,61,,,
2022,Rio Negro,Minerales no clasificados previamente,Femenino,11,192,,,
2022,Rio Negro,Minerales no clasificados previamente,Masculino,103,192,,,
2022,Rio Negro,No metaliferos,Femenino,34,86,,,
2022,Rio Negro,No metaliferos,Masculino,311,86,,,
2022,Rio Negro,Rocas de aplicación,Femenino,21,370,,,
2022,Rio Negro,Rocas de aplicación,Masculino,122,370,,,
2022,Rio Negro,Servicios mineros y actividades relacionadas,Femenino,2,348,,,
2022,Rio Negro,Servicios mineros y actividades relacionadas,Masculino,87,348,,,
2022,Salta,Litio,Femenino,218,22,155341.0,1441351.0,9.3
2022,Salta,Litio,Masculino,765,22,155341.0,1441351.0,9.3
2022,Salta,Metalíferos,Femenino,121,61,155341.0,1441351.0,9.3
2022,Salta,Metalíferos,Masculino,587,61,155341.0,1441351.0,9.3
2022,Salta,Minerales no clasificados previamente,Femenino,28,192,155341.0,1441351.0,9.3
2022,Salta,Minerales no clasificados previamente,Masculino,141,192,155341.0,1441351.0,9.3
2022,Salta,No metaliferos,Femenino,46,86,155341.0,1441351.0,9.3
2022,Salta,No metaliferos,Masculino,343,86,155341.0,1441351.0,9.3
2022,Salta,Rocas de aplicación,Femenino,6,370,155341.0,1441351.0,9.3
2022,Salta,Rocas de aplicación,Masculino,126,370,155341.0,1441351.0,9.3
2022,Salta,Servicios mineros y actividades relacionadas,Femenino,111,348,155341.0,1441351.0,9.3
2022,Salta,Servicios mineros y actividades relacionadas,Masculino,1058,348,155341.0,1441351.0,9.3
2022,San Juan,Metalíferos,Femenino,312,61,88296.0,822853.0,9.3
2022,San Juan,Metalíferos,Masculino,2575,61,88296.0,822853.0,9.3
2022,San Juan,Minerales no clasificados previamente,Femenino,27,192,88296.0,822853.0,9.3
2022,San Juan,Minerales no clasificados previamente,Masculino,238,192,88296.0,822853.0,9.3
2022,San Juan,No metaliferos,Femenino,8,86,88296.0,822853.0,9.3
2022,San Juan,No metaliferos,Masculino,174,86,88296.0,822853.0,9.3
2022,San Juan,Rocas de aplicación,Femenino,2,370,88296.0,822853.0,9.3
2022,San Juan,Rocas de aplicación,Masculino,57,370,88296.0,822853.0,9.3
2022,San Juan,Servicios mineros y actividades relacionadas,Femenino,165,348,88296.0,822853.0,9.3
2022,San Juan,Servicios mineros y actividades relacionadas,Masculino,1628,348,88296.0,822853.0,9.3
2022,San Luis,Minerales no clasificados previamente,Femenino,4,192,75347.0,542069.0,7.2
2022,San Luis,Minerales no clasificados previamente,Masculino,78,192,75347.0,542069.0,7.2
2022,San Luis,No metaliferos,Femenino,3,86,75347.0,542069.0,7.2
2022,San Luis,No metaliferos,Masculino,85,86,75347.0,542069.0,7.2
2022,San Luis,Rocas de aplicación,Femenino,1,370,75347.0,542069.0,7.2
2022,San Luis,Rocas de aplicación,Masculino,61,370,75347.0,542069.0,7.2
2022,San Luis,Servicios mineros y actividades relacionadas,Femenino,2,348,75347.0,542069.0,7.2
2022,San Luis,Servicios mineros y actividades relacionadas,Masculino,227,348,75347.0,542069.0,7.2
2022,Santa Cruz,Combustibles-Producción,Femenino,211,3,244458.0,337226.0,1.4
2022,Santa Cruz,Combustibles-Producción,Masculino,1926,3,244458.0,337226.0,1.4
2022,Santa Cruz,Metalíferos,Femenino,472,61,244458.0,337226.0,1.4
2022,Santa Cruz,Metalíferos,Masculino,6038,61,244458.0,337226.0,1.4
2022,Santa Cruz,Minerales no clasificados previamente,Femenino,15,192,244458.0,337226.0,1.4
2022,Santa Cruz,Minerales no clasificados previamente,Masculino,38,192,244458.0,337226.0,1.4
2022,Santa Cruz,No metaliferos,Femenino,1,86,244458.0,337226.0,1.4
2022,Santa Cruz,No metaliferos,Masculino,10,86,244458.0,337226.0,1.4
2022,Santa Cruz,Rocas de aplicación,Masculino,8,370,244458.0,337226.0,1.4
2022,Santa Cruz,Servicios mineros y actividades relacionadas,Femenino,49,348,244458.0,337226.0,1.4
2022,Santa Cruz,Servicios mineros y actividades relacionadas,Masculino,626,348,244458.0,337226.0,1.4
2022,Santa Fe,Metalíferos,Femenino,2,61,133249.0,3544908.0,26.6
2022,Santa Fe,Metalíferos,Masculino,10,61,133249.0,3544908.0,26.6
2022,Santa Fe,Minerales no clasificados previamente,Masculino,1,192,133249.0,3544908.0,26.6
2022,Santa Fe,No metaliferos,Femenino,2,86,133249.0,3544908.0,26.6
2022,Santa Fe,No metaliferos,Masculino,45,86,133249.0,3544908.0,26.6
2022,Santa Fe,Rocas de aplicación,Femenino,49,370,133249.0,3544908.0,26.6
2022,Santa Fe,Rocas de aplicación,Masculino,386,370,133249.0,3544908.0,26.6
2022,Santa Fe,Servicios mineros y actividades relacionadas,Femenino,1,348,133249.0,3544908.0,26.6
2022,Santa Fe,Servicios mineros y actividades relacionadas,Masculino,7,348,133249.0,3544908.0,26.6
2022,Santiago Del Estero,Minerales no clasificados previamente,Femenino,5,192,136934.0,1060906.0,7.7
2022,Santiago Del Estero,Minerales no clasificados previamente,Masculino,58,192,136934.0,1060906.0,7.7
2022,Santiago Del Estero,No metaliferos,Femenino,10,86,136934.0,1060906.0,7.7
2022,Santiago Del Estero,No metaliferos,Masculino,130,86,136934.0,1060906.0,7.7
2022,Santiago Del Estero,Rocas de aplicación,Femenino,3,370,136934.0,1060906.0,7.7
2022,Santiago Del Estero,Rocas de aplicación,Masculino,69,370,136934.0,1060906.0,7.7
2022,Santiago Del Estero,Servicios mineros y actividades relacionadas,Femenino,2,348,136934.0,1060906.0,7.7
2022,Santiago Del Estero,Servicios mineros y actividades relacionadas,Masculino,48,348,136934.0,1060906.0,7.7
2022,Tierra Del Fuego,No metaliferos,Femenino,4,86,,,
2022,Tierra Del Fuego,No metaliferos,Masculino,36,86,,,
2022,Tierra Del Fuego,Rocas de aplicación,Masculino,7,370,,,
2022,Tucuman,Litio,Masculino,1,22,22592.0,1731820.0,76.7
2022,Tucuman,Metalíferos,Femenino,5,61,22592.0,1731820.0,76.7
2022,Tucuman,Metalíferos,Masculino,21,61,22592.0,1731820.0,76.7
2022,Tucuman,Minerales no clasificados previamente,Femenino,2,192,22592.0,1731820.0,76.7
2022,Tucuman,Minerales no clasificados previamente,Masculino,3,192,22592.0,1731820.0,76.7
2022,Tucuman,No metaliferos,Femenino,8,86,22592.0,1731820.0,76.7
2022,Tucuman,No metaliferos,Masculino,82,86,22592.0,1731820.0,76.7
2022,Tucuman,Rocas de aplicación,Femenino,2,370,22592.0,1731820.0,76.7
2022,Tucuman,Rocas de aplicación,Masculino,53,370,22592.0,1731820.0,76.7
2022,Tucuman,Servicios mineros y actividades relacionadas,Femenino,6,348,22592.0,1731820.0,76.7
2022,Tucuman,Servicios mineros y actividades relacionadas,Masculino,34,348,22592.0,1731820.0,76.7
2023,Buenos Aires,Combustibles-Producción,Femenino,13,3,305907.0,17523996.0,57.3
2023,Buenos Aires,Combustibles-Producción,Masculino,13,3,305907.0,17523996.0,57.3
2023,Buenos Aires,Metalíferos,Femenino,4,62,305907.0,17523996.0,57.3
2023,Buenos Aires,Metalíferos,Masculino,3,62,305907.0,17523996.0,57.3
2023,Buenos Aires,Minerales no clasificados previamente,Femenino,16,203,305907.0,17523996.0,57.3
2023,Buenos Aires,Minerales no clasificados previamente,Masculino,107,203,305907.0,17523996.0,57.3
2023,Buenos Aires,No metaliferos,Femenino,100,87,305907.0,17523996.0,57.3
2023,Buenos Aires,No metaliferos,Masculino,604,87,305907.0,17523996.0,57.3
2023,Buenos Aires,Rocas de aplicación,Femenino,136,374,305907.0,17523996.0,57.3
2023,Buenos Aires,Rocas de aplicación,Masculino,2198,374,305907.0,17523996.0,57.3
2023,Buenos Aires,Servicios mineros y actividades relacionadas,Femenino,105,360,305907.0,17523996.0,57.3
2023,Buenos Aires,Servicios mineros y actividades relacionadas,Masculino,1285,360,305907.0,17523996.0,57.3
2023,CABA,Combustibles-Producción,Femenino,8,3,,,
2023,CABA,Combustibles-Producción,Masculino,14,3,,,
2023,CABA,Litio,Femenino,21,23,,,
2023,CABA,Litio,Masculino,40,23,,,
2023,CABA,Metalíferos,Femenino,108,62,,,
2023,CABA,Metalíferos,Masculino,156,62,,,
2023,CABA,Minerales no clasificados previamente,Femenino,16,203,,,
2023,CABA,Minerales no clasificados previamente,Masculino,39,203,,,
2023,CABA,No metaliferos,Femenino,84,87,,,
2023,CABA,No metaliferos,Masculino,123,87,,,
2023,CABA,Rocas de aplicación,Femenino,52,374,,,
2023,CABA,Rocas de aplicación,Masculino,519,374,,,
2023,CABA,Servicios mineros y actividades relacionadas,Femenino,34,360,,,
2023,CABA,Servicios mineros y actividades relacionadas,Masculino,361,360,,,
2023,Catamarca,Litio,Femenino,331,23,101486.0,429562.0,4.2
2023,Catamarca,Litio,Masculino,1099,23,101486.0,429562.0,4.2
2023,Catamarca,Metalíferos,Femenino,103,62,101486.0,429562.0,4.2
2023,Catamarca,Metalíferos,Masculino,698,62,101486.0,429562.0,4.2
2023,Catamarca,Minerales no clasificados previamente,Femenino,23,203,101486.0,429562.0,4.2
2023,Catamarca,Minerales no clasificados previamente,Masculino,94,203,101486.0,429562.0,4.2
2023,Catamarca,No metaliferos,Femenino,2,87,101486.0,429562.0,4.2
2023,Catamarca,No metaliferos,Masculino,19,87,101486.0,429562.0,4.2
2023,Catamarca,Rocas de aplicación,Masculino,30,374,101486.0,429562.0,4.2
2023,Catamarca,Servicios mineros y actividades relacionadas,Femenino,52,360,101486.0,429562.0,4.2
2023,Catamarca,Servicios mineros y actividades relacionadas,Masculino,470,360,101486.0,429562.0,4.2
2023,Chaco,Combustibles-Producción,Masculino,5,3,99763.0,1129606.0,11.3
2023,Chaco,Rocas de aplicación,Femenino,1,374,99763.0,1129606.0,11.3
2023,Chaco,Rocas de aplicación,Masculino,44,374,99763.0,1129606.0,11.3
2023,Chaco,Servicios mineros y actividades relacionadas,Femenino,1,360,99763.0,1129606.0,11.3
2023,Chaco,Servicios mineros y actividades relacionadas,Masculino,2,360,99763.0,1129606.0,11.3
2023,Chubut,Metalíferos,Femenino,1,62,224302.0,592621.0,2.6
2023,Chubut,Metalíferos,Masculino,3,62,224302.0,592621.0,2.6
2023,Chubut,Minerales no clasificados previamente,Femenino,6,203,224302.0,592621.0,2.6
2023,Chubut,Minerales no clasificados previamente,Masculino,84,203,224302.0,592621.0,2.6
2023,Chubut,No metaliferos,Femenino,3,87,224302.0,592621.0,2.6
2023,Chubut,No metaliferos,Masculino,77,87,224302.0,592621.0,2.6
2023,Chubut,Rocas de aplicación,Femenino,31,374,224302.0,592621.0,2.6
2023,Chubut,Rocas de aplicación,Masculino,268,374,224302.0,592621.0,2.6
2023,Chubut,Servicios mineros y actividades relacionadas,Femenino,21,360,224302.0,592621.0,2.6
2023,Chubut,Servicios mineros y actividades relacionadas,Masculino,43,360,224302.0,592621.0,2.6
2023,Cordoba,Litio,Masculino,1,23,,,
2023,Cordoba,Metalíferos,Femenino,1,62,,,
2023,Cordoba,Metalíferos,Masculino,7,62,,,
2023,Cordoba,Minerales no clasificados previamente,Femenino,13,203,,,
2023,Cordoba,Minerales no clasificados previamente,Masculino,180,203,,,
2023,Cordoba,No metaliferos,Femenino,11,87,,,
2023,Cordoba,No metaliferos,Masculino,54,87,,,
2023,Cordoba,Rocas de aplicación,Femenino,97,374,,,
2023,Cordoba,Rocas de aplicación,Masculino,1128,374,,,
2023,Cordoba,Servicios mineros y actividades relacionadas,Femenino,93,360,,,
2023,Cordoba,Servicios mineros y actividades relacionadas,Masculino,681,360,,,
2023,Corrientes,Minerales no clasificados previamente,Femenino,1,203,89123.0,1212696.0,13.6
2023,Corrientes,Minerales no clasificados previamente,Masculino,6,203,89123.0,1212696.0,13.6
2023,Corrientes,No metaliferos,Masculino,2,87,89123.0,1212696.0,13.6
2023,Corrientes,Rocas de aplicación,Femenino,16,374,89123.0,1212696.0,13.6
2023,Corrientes,Rocas de aplicación,Masculino,168,374,89123.0,1212696.0,13.6
2023,Corrientes,Servicios mineros y actividades relacionadas,Masculino,5,360,89123.0,1212696.0,13.6
2023,Entre Rios,Minerales no clasificados previamente,Femenino,2,203,,,
2023,Entre Rios,Minerales no clasificados previamente,Masculino,48,203,,,
2023,Entre Rios,No metaliferos,Femenino,1,87,,,
2023,Entre Rios,No metaliferos,Masculino,91,87,,,
2023,Entre Rios,Rocas de aplicación,Femenino,27,374,,,
2023,Entre Rios,Rocas de aplicación,Masculino,245,374,,,
2023,Entre Rios,Servicios mineros y actividades relacionadas,Femenino,1,360,,,
2023,Entre Rios,Servicios mineros y actividades relacionadas,Masculino,73,360,,,
2023,Formosa,Rocas de aplicación,Femenino,9,374,75488.0,607419.0,8.0
2023,Formosa,Rocas de aplicación,Masculino,40,374,75488.0,607419.0,8.0
2023,Jujuy,Litio,Femenino,261,23,53244.0,811611.0,15.2
2023,Jujuy,Litio,Masculino,1188,23,53244.0,811611.0,15.2
2023,Jujuy,Metalíferos,Femenino,143,62,53244.0,811611.0,15.2
2023,Jujuy,Metalíferos,Masculino,1224,62,53244.0,811611.0,15.2
2023,Jujuy,Minerales no clasificados previamente,Femenino,14,203,53244.0,811611.0,15.2
2023,Jujuy,Minerales no clasificados previamente,Masculino,62,203,53244.0,811611.0,15.2
2023,Jujuy,No metaliferos,Femenino,30,87,53244.0,811611.0,15.2
2023,Jujuy,No metaliferos,Masculino,228,87,53244.0,811611.0,15.2
2023,Jujuy,Rocas de aplicación,Femenino,1,374,53244.0,811611.0,15.2
2023,Jujuy,Rocas de aplicación,Masculino,2,374,53244.0,811611.0,15.2
2023,Jujuy,Servicios mineros y actividades relacionadas,Femenino,25,360,53244.0,811611.0,15.2
2023,Jujuy,Servicios mineros y actividades relacionadas,Masculino,367,360,53244.0,811611.0,15.2
2023,La Pampa,Minerales no clasificados previamente,Femenino,1,203,143493.0,361859.0,2.5
2023,La Pampa,Minerales no clasificados previamente,Masculino,4,203,143493.0,361859.0,2.5
2023,La Pampa,No metaliferos,Femenino,33,87,143493.0,361859.0,2.5
2023,La Pampa,No metaliferos,Masculino,264,87,143493.0,361859.0,2.5
2023,La Pampa,Rocas de aplicación,Masculino,24,374,143493.0,361859.0,2.5
2023,La Pampa,Servicios mineros y actividades relacionadas,Masculino,110,360,143493.0,361859.0,2.5
2023,La Rioja,Metalíferos,Femenino,2,62,91494.0,383865.0,4.2
2023,La Rioja,Metalíferos,Masculino,6,62,91494.0,383865.0,4.2
2023,La Rioja,Minerales no clasificados previamente,Femenino,2,203,91494.0,383865.0,4.2
2023,La Rioja,Minerales no clasificados previamente,Masculino,8,203,91494.0,383865.0,4.2
2023,La Rioja,No metaliferos,Femenino,24,87,91494.0,383865.0,4.2
2023,La Rioja,No metaliferos,Masculino,119,87,91494.0,383865.0,4.2
2023,La Rioja,Rocas de aplicación,Masculino,6,374,91494.0,383865.0,4.2
2023,La Rioja,Servicios mineros y actividades relacionadas,Masculino,9,360,91494.0,383865.0,4.2
2023,Mendoza,Combustibles-Producción,Femenino,3,3,149069.0,2043540.0,13.7
2023,Mendoza,Combustibles-Producción,Masculino,65,3,149069.0,2043540.0,13.7
2023,Mendoza,Metalíferos,Femenino,6,62,149069.0,2043540.0,13.7
2023,Mendoza,Metalíferos,Masculino,32,62,149069.0,2043540.0,13.7
2023,Mendoza,Minerales no clasificados previamente,Femenino,12,203,149069.0,2043540.0,13.7
2023,Mendoza,Minerales no clasificados previamente,Masculino,81,203,149069.0,2043540.0,13.7
2023,Mendoza,No metaliferos,Femenino,17,87,149069.0,2043540.0,13.7
2023,Mendoza,No metaliferos,Masculino,156,87,149069.0,2043540.0,13.7
2023,Mendoza,Rocas de aplicación,Femenino,5,374,149069.0,2043540.0,13.7
2023,Mendoza,Rocas de aplicación,Masculino,106,374,149069.0,2043540.0,13.7
2023,Mendoza,Servicios mineros y actividades relacionadas,Femenino,30,360,149069.0,2043540.0,13.7
2023,Mendoza,Servicios mineros y actividades relacionadas,Masculino,398,360,149069.0,2043540.0,13.7
2023,Misiones,Minerales no clasificados previamente,Femenino,6,203,29911.0,1278873.0,42.8
2023,Misiones,Minerales no clasificados previamente,Masculino,38,203,29911.0,1278873.0,42.8
2023,Misiones,No metaliferos,Masculino,6,87,29911.0,1278873.0,42.8
2023,Misiones,Rocas de aplicación,Femenino,8,374,29911.0,1278873.0,42.8
2023,Misiones,Rocas de aplicación,Masculino,170,374,29911.0,1278873.0,42.8
2023,Misiones,Servicios mineros y actividades relacionadas,Masculino,2,360,29911.0,1278873.0,42.8
2023,Neuquen,Metalíferos,Masculino,1,62,,,
2023,Neuquen,Minerales no clasificados previamente,Femenino,16,203,,,
2023,Neuquen,Minerales no clasificados previamente,Masculino,90,203,,,
2023,Neuquen,No metaliferos,Femenino,12,87,,,
2023,Neuquen,No metaliferos,Masculino,66,87,,,
2023,Neuquen,Rocas de aplicación,Femenino,14,374,,,
2023,Neuquen,Rocas de aplicación,Masculino,96,374,,,
2023,Neuquen,Servicios mineros y actividades relacionadas,Femenino,21,360,,,
2023,Neuquen,Servicios mineros y actividades relacionadas,Masculino,280,360,,,
2023,Rio Negro,Metalíferos,Femenino,14,62,,,
2023,Rio Negro,Metalíferos,Masculino,75,62,,,
2023,Rio Negro,Minerales no clasificados previamente,Femenino,13,203,,,
2023,Rio Negro,Minerales no clasificados previamente,Masculino,124,203,,,
2023,Rio Negro,No metaliferos,Femenino,37,87,,,
2023,Rio Negro,No metaliferos,Masculino,327,87,,,
2023,Rio Negro,Rocas de aplicación,Femenino,30,374,,,
2023,Rio Negro,Rocas de aplicación,Masculino,289,374,,,
2023,Rio Negro,Servicios mineros y actividades relacionadas,Femenino,4,360,,,
2023,Rio Negro,Servicios mineros y actividades relacionadas,Masculino,90,360,,,
2023,Salta,Litio,Femenino,401,23,155341.0,1441351.0,9.3
2023,Salta,Litio,Masculino,1250,23,155341.0,1441351.0,9.3
2023,Salta,Metalíferos,Femenino,145,62,155341.0,1441351.0,9.3
2023,Salta,Metalíferos,Masculino,634,62,155341.0,1441351.0,9.3
2023,Salta,Minerales no clasificados previamente,Femenino,47,203,155341.0,1441351.0,9.3
2023,Salta,Minerales no clasificados previamente,Masculino,212,203,155341.0,1441351.0,9.3
2023,Salta,No metaliferos,Femenino,41,87,155341.0,1441351.0,9.3
2023,Salta,No metaliferos,Masculino,342,87,155341.0,1441351.0,9.3
